ID,Expiry,Election,Spot_0.9,Mean_0.9,Mean_0.2,Spot_0.1,Mean_0.1,Spot_0
560283,0,0,3.8,10.43612335,12.456,8.9,13.26,50
664248,100,1,64,67.53090211,65,65,65,65
756968,100,1,99.8,61.375,35,35,35,35
613775,0,0,31,13.25771812,7.878787879,8.8,5.625,5
25892,0,1,14,22.3376087,36.59803922,35,39.1372549,52
758351,0,1,0.1,30.61666667,4.8,4.8,4.8,4.8
441751,100,0,96.4,30.5699793,6.981308411,8,8,8
416597,0,1,26.2,24.18547141,26.7013986,26,27.6056338,40
443007,0,0,0.8,2.592134831,0.261864407,0.2,0.247457627,1
755803,0,0,1,11.18461538,1.866666667,1.6,1,1
664416,100,1,56.5,39.45983193,20.83333333,20,20,20
746828,100,0,67.7,46.39888889,20.25,10,12.77777778,15
756496,0,1,21,25.08709677,2.771428571,1.2,1.133333333,1
439001,0,0,10.2,11.08642447,16.03448276,12.5,19.63793103,20
417866,0,1,65.3,58.35682889,54.9929078,55,53.21428571,45
122090,100,0,98,89.69166667,87.60222222,80,87.73181818,85
416642,100,1,53,37.49364341,32.65384615,30,36.0915493,40
639287,0,0,1.6,4.172222222,5.266666667,5.9,3.766666667,4.2
183673,0,0,0.1,8.564642263,9.383146067,8.3,7.776691729,4.9
654307,100,0,97.1,70.86111111,53,70,30,30
416484,0,1,8.7,22.79319938,29.03216783,28,30.05774648,40
538010,100,1,85,69.65555556,65.58333333,80,51.16666667,0.5
