ID,Expiry,Election,Spot_0.9,Mean_0.9,Mean_0.2,Spot_0.1,Mean_0.1,Spot_0
709439,0,0,37.5,26.92731092,31.33962264,30,33.65384615,25
660992,0,0,65,69.87857143,67.86666667,74.9,62.45,35
664467,100,1,84,51.1969147,41.51639344,35,48.03278689,50
664236,0,1,39.1,36.36370023,30,30,30,30
242281,0,0,18.5,26.95976789,39.69565217,34,46.08245614,90
750756,0,1,1,6.617808219,7.5625,4,10.5,30
438997,0,0,0.5,18.01831776,24.44285714,20.8,23.3779661,20
178523,0,0,0.1,0.83022862,2.933206107,3.1,4.60610687,4
579480,100,1,78.5,51.72777778,56.875,55,58.75,57.5
180402,0,0,0.1,0.591525424,0.729770992,0.4,0.617557252,1
175733,0,0,0.6,3.421497585,5.257608696,7,4.737681159,1.8
654296,0,0,0.6,4.635384615,16.8,24.3,21.35714286,10
626943,100,1,93.1,55.34110169,54.28653846,59.9,49.44230769,70
6223,0,0,2,5.221338156,5.333333333,8,4.557377049,1
758866,0,1,0.1,33.04722222,76.2625,84.7,75.875,77.5
660678,0,0,21.6,17.22380952,16,16,16,16
416497,0,1,49.3,53.39534884,67.94405594,70,67.69014085,40
522993,100,0,23.1,36.635,29.66901408,32,29.60285714,0.1
749800,0,1,2.2,1.955801105,1.7975,1.1,2.55,4.9
317626,0,1,58,31.72348485,34.54310345,34,37.9137931,49
381729,0,0,7.5,18.46956522,41,48,52.5,70
538033,100,1,25,42.26470588,32.36666667,50,8.642857143,0.5
416535,0,1,72.5,80.32592593,79.33680556,85,76.1971831,40
757542,100,1,87.9,73.11111111,63.5,62,66,70
438999,0,0,2.3,6.644962687,11.13697479,7,16.31016949,20
664427,0,1,24,38.40676157,50,50,50,50
134305,0,1,57,61.03868613,62.2,63,61.4,50
266120,0,1,68,66.45108696,57.1,59,55.2,45
317614,0,0,25,46.18863636,55.93103448,58,55,49
758319,0,1,0.5,43.31666667,50,50,50,50
416485,100,1,91.5,76.71746522,69.05244755,70,66.61971831,40
438998,0,0,8,16.78544776,20.22352941,20.5,18.86101695,20
496675,0,1,6,5.469791667,4.628571429,2,7.257142857,10
496645,0,1,15,57.38157895,39.25,33,35.21428571,40
